Date.Time,Ambient,High
8/2/16 11:00,16.903,17.094
8/2/16 11:15,16.999,17.189
8/2/16 11:30,17.094,17.284
8/2/16 11:45,17.094,17.379
8/2/16 12:00,17.189,17.379
8/2/16 12:15,17.284,17.379
8/2/16 12:30,17.379,17.57
8/2/16 12:45,17.475,17.57
8/2/16 13:00,17.475,17.665
8/2/16 13:15,17.57,17.665
8/2/16 13:30,17.665,17.665
8/2/16 13:45,17.665,17.76
8/2/16 14:00,17.76,17.95
8/2/16 14:15,17.855,17.855
8/2/16 14:30,17.855,17.855
8/2/16 14:45,17.855,17.855
8/2/16 15:00,17.95,17.95
8/2/16 15:15,17.95,17.95
8/2/16 15:30,17.95,17.95
8/2/16 15:45,17.95,17.855
8/2/16 16:00,17.855,17.855
8/2/16 16:15,17.855,17.76
8/2/16 16:30,17.665,17.665
8/2/16 16:45,17.475,17.475
8/2/16 17:00,17.379,17.284
8/2/16 17:15,17.284,17.475
8/2/16 17:30,17.284,17.284
8/2/16 17:45,17.284,17.284
8/2/16 18:00,17.189,17.189
8/2/16 18:15,17.189,17.189
8/2/16 18:30,17.189,17.094
8/2/16 18:45,17.189,17.094
8/2/16 19:00,17.094,17.094
8/2/16 19:15,17.094,17.094
8/2/16 19:30,17.094,17.094
8/2/16 19:45,17.094,17.094
8/2/16 20:00,17.094,17.094
8/2/16 20:15,16.999,16.999
8/2/16 20:30,16.999,16.999
8/2/16 20:45,16.999,16.999
8/2/16 21:00,16.999,16.999
8/2/16 21:15,16.903,16.999
8/2/16 21:30,16.903,16.903
8/2/16 21:45,16.903,16.903
8/2/16 22:00,16.903,16.808
8/2/16 22:15,16.903,16.808
8/2/16 22:30,16.808,16.808
8/2/16 22:45,16.808,16.808
8/2/16 23:00,16.808,16.808
8/2/16 23:15,16.808,16.808
8/2/16 23:30,16.808,16.808
8/2/16 23:45,16.808,16.808
8/3/16 0:00,16.808,16.903
8/3/16 0:15,16.808,16.903
8/3/16 0:30,16.903,16.903
8/3/16 0:45,16.903,16.903
8/3/16 1:00,16.903,16.999
8/3/16 1:15,16.999,16.999
8/3/16 1:30,16.999,16.999
8/3/16 1:45,16.999,16.999
8/3/16 2:00,16.999,16.999
8/3/16 2:15,16.999,17.094
8/3/16 2:30,17.094,17.094
8/3/16 2:45,17.094,16.999
8/3/16 3:00,17.094,17.094
8/3/16 3:15,17.094,17.094
8/3/16 3:30,17.094,17.094
8/3/16 3:45,16.999,17.094
8/3/16 4:00,17.094,17.094
8/3/16 4:15,17.094,17.094
8/3/16 4:30,17.094,17.094
8/3/16 4:45,17.094,17.094
8/3/16 5:00,16.999,16.999
8/3/16 5:15,16.999,16.999
8/3/16 5:30,16.903,16.999
8/3/16 5:45,16.903,16.999
8/3/16 6:00,16.808,17.094
8/3/16 6:15,16.808,17.094
8/3/16 6:30,16.808,16.999
8/3/16 6:45,16.713,16.999
8/3/16 7:00,16.713,16.903
8/3/16 7:15,16.713,16.903
8/3/16 7:30,16.713,16.903
8/3/16 7:45,16.713,16.903
8/3/16 8:00,16.618,16.808
8/3/16 8:15,16.713,16.808
8/3/16 8:30,16.713,16.808
8/3/16 8:45,16.618,16.808
8/3/16 9:00,16.713,16.808
8/3/16 9:15,16.618,16.808
8/3/16 9:30,16.618,16.713
8/3/16 9:45,16.618,16.713
8/3/16 10:00,16.618,16.713
8/3/16 10:15,16.618,16.618
8/3/16 10:30,16.523,16.618
8/3/16 10:45,16.523,16.523
8/3/16 11:00,16.427,16.427
8/3/16 11:15,16.523,16.523
8/3/16 11:30,16.618,16.618
8/3/16 11:45,16.713,16.713
8/3/16 12:00,16.808,16.903
8/3/16 12:15,16.903,16.903
8/3/16 12:30,16.999,16.999
8/3/16 12:45,17.094,17.094
8/3/16 13:00,17.189,17.189
8/3/16 13:15,17.284,17.284
8/3/16 13:30,17.379,17.379
8/3/16 13:45,17.475,17.475
8/3/16 14:00,17.57,17.57
8/3/16 14:15,17.57,17.665
8/3/16 14:30,17.665,17.76
8/3/16 14:45,17.76,17.855
8/3/16 15:00,17.76,17.95
8/3/16 15:15,17.76,17.95
8/3/16 15:30,17.76,17.855
8/3/16 15:45,17.76,17.95
8/3/16 16:00,17.76,17.95
8/3/16 16:15,17.76,17.855
8/3/16 16:30,17.665,17.855
8/3/16 16:45,17.57,17.855
8/3/16 17:00,17.57,17.76
8/3/16 17:15,17.57,17.665
8/3/16 17:30,17.475,17.665
8/3/16 17:45,17.475,17.57
8/3/16 18:00,17.475,17.57
8/3/16 18:15,17.379,17.57
8/3/16 18:30,17.379,17.57
8/3/16 18:45,17.379,17.379
8/3/16 19:00,17.284,17.379
8/3/16 19:15,17.284,17.284
8/3/16 19:30,17.284,17.284
8/3/16 19:45,17.189,17.189
8/3/16 20:00,17.189,17.189
8/3/16 20:15,17.094,17.094
8/3/16 20:30,17.094,17.094
8/3/16 20:45,17.094,17.189
8/3/16 21:00,16.999,17.094
8/3/16 21:15,16.999,16.999
8/3/16 21:30,16.999,16.999
8/3/16 21:45,16.903,16.999
8/3/16 22:00,16.903,16.903
8/3/16 22:15,16.808,16.903
8/3/16 22:30,16.808,16.808
8/3/16 22:45,16.808,16.808
8/3/16 23:00,16.808,16.808
8/3/16 23:15,16.713,16.713
8/3/16 23:30,16.713,16.713
8/3/16 23:45,16.713,16.713
8/4/16 0:00,16.713,16.618
8/4/16 0:15,16.713,16.713
8/4/16 0:30,16.713,16.808
8/4/16 0:45,16.713,16.808
8/4/16 1:00,16.713,16.808
8/4/16 1:15,16.713,16.618
8/4/16 1:30,16.713,16.713
8/4/16 1:45,16.713,16.713
8/4/16 2:00,16.713,16.713
8/4/16 2:15,16.713,16.713
8/4/16 2:30,16.713,16.713
8/4/16 2:45,16.713,16.713
8/4/16 3:00,16.713,16.713
8/4/16 3:15,16.808,16.713
8/4/16 3:30,16.808,16.713
8/4/16 3:45,16.713,16.903
8/4/16 4:00,16.808,16.903
8/4/16 4:15,16.808,16.999
8/4/16 4:30,16.808,16.903
8/4/16 4:45,16.808,16.903
8/4/16 5:00,16.808,16.903
8/4/16 5:15,16.808,16.903
8/4/16 5:30,16.808,16.903
8/4/16 5:45,16.713,16.808
8/4/16 6:00,16.713,16.713
8/4/16 6:15,16.618,16.618
8/4/16 6:30,16.618,16.523
8/4/16 6:45,16.618,16.523
8/4/16 7:00,16.523,16.523
8/4/16 7:15,16.523,16.523
8/4/16 7:30,16.618,16.523
8/4/16 7:45,16.618,16.618
8/4/16 8:00,16.618,16.618
8/4/16 8:15,16.618,16.618
8/4/16 8:30,16.713,16.618
8/4/16 8:45,16.713,16.713
8/4/16 9:00,16.713,16.713
8/4/16 9:15,16.713,16.713
8/4/16 9:30,16.713,16.713
8/4/16 9:45,16.808,16.808
8/4/16 10:00,16.808,16.903
8/4/16 10:15,16.903,16.903
8/4/16 10:30,16.903,16.903
8/4/16 10:45,16.808,16.808
8/4/16 11:00,16.713,16.713
8/4/16 11:15,16.713,16.713
8/4/16 11:30,16.713,16.713
8/4/16 11:45,16.713,16.713
8/4/16 12:00,16.713,16.713
8/4/16 12:15,16.713,16.713
8/4/16 12:30,16.903,16.808
8/4/16 12:45,16.999,16.999
8/4/16 13:00,17.094,17.094
8/4/16 13:15,17.284,17.284
8/4/16 13:30,17.379,17.475
8/4/16 13:45,17.475,17.475
8/4/16 14:00,17.57,17.57
8/4/16 14:15,17.475,17.57
8/4/16 14:30,17.379,17.475
8/4/16 14:45,17.284,17.379
8/4/16 15:00,17.284,17.379
8/4/16 15:15,17.379,17.379
8/4/16 15:30,17.379,17.379
8/4/16 15:45,17.379,17.379
8/4/16 16:00,17.379,17.475
8/4/16 16:15,17.379,17.379
8/4/16 16:30,17.379,17.379
8/4/16 16:45,17.284,17.284
8/4/16 17:00,17.284,17.189
8/4/16 17:15,17.189,17.284
8/4/16 17:30,17.189,17.189
8/4/16 17:45,17.094,17.094
8/4/16 18:00,17.094,16.999
8/4/16 18:15,16.999,16.999
8/4/16 18:30,16.903,16.903
8/4/16 18:45,16.808,16.808
8/4/16 19:00,16.713,16.713
8/4/16 19:15,16.713,16.713
8/4/16 19:30,16.618,16.618
8/4/16 19:45,16.618,16.523
8/4/16 20:00,16.523,16.523
8/4/16 20:15,16.618,16.523
8/4/16 20:30,16.808,16.808
8/4/16 20:45,16.808,16.713
8/4/16 21:00,16.713,16.713
8/4/16 21:15,16.618,16.618
8/4/16 21:30,16.523,16.523
8/4/16 21:45,16.618,16.618
8/4/16 22:00,16.808,16.903
8/4/16 22:15,16.713,16.808
8/4/16 22:30,16.618,16.713
8/4/16 22:45,16.427,16.618
8/4/16 23:00,16.332,16.427
8/4/16 23:15,16.713,16.713
8/4/16 23:30,16.618,16.713
8/4/16 23:45,16.523,16.618
8/5/16 0:00,16.427,16.427
8/5/16 0:15,16.427,16.523
8/5/16 0:30,16.618,16.713
8/5/16 0:45,16.523,16.618
8/5/16 1:00,16.427,16.523
8/5/16 1:15,16.427,16.523
8/5/16 1:30,16.332,16.427
8/5/16 1:45,16.332,16.427
8/5/16 2:00,16.237,16.332
8/5/16 2:15,16.237,16.332
8/5/16 2:30,16.237,16.332
8/5/16 2:45,16.237,16.332
8/5/16 3:00,16.237,16.332
8/5/16 3:15,16.237,16.332
8/5/16 3:30,16.237,16.332
8/5/16 3:45,16.237,16.332
8/5/16 4:00,16.332,16.427
8/5/16 4:15,16.332,16.427
8/5/16 4:30,16.332,16.332
8/5/16 4:45,16.332,16.332
8/5/16 5:00,16.332,16.332
8/5/16 5:15,16.237,16.332
8/5/16 5:30,16.237,16.332
8/5/16 5:45,16.237,16.427
8/5/16 6:00,16.237,16.332
8/5/16 6:15,16.237,16.237
8/5/16 6:30,16.523,16.427
8/5/16 6:45,16.523,16.618
8/5/16 7:00,16.427,16.523
8/5/16 7:15,16.332,16.332
8/5/16 7:30,16.237,16.237
8/5/16 7:45,16.523,16.427
8/5/16 8:00,16.523,16.618
8/5/16 8:15,16.523,16.523
8/5/16 8:30,16.427,16.523
8/5/16 8:45,16.332,16.427
8/5/16 9:00,16.332,16.427
8/5/16 9:15,16.237,16.332
8/5/16 9:30,16.237,16.332
8/5/16 9:45,16.237,16.332
8/5/16 10:00,16.237,16.237
8/5/16 10:15,16.237,16.332
8/5/16 10:30,16.332,16.427
8/5/16 10:45,16.427,16.427
8/5/16 11:00,16.523,16.523
8/5/16 11:15,16.618,16.713
8/5/16 11:30,16.713,16.713
8/5/16 11:45,16.808,16.808
8/5/16 12:00,16.903,16.903
8/5/16 12:15,16.999,17.094
8/5/16 12:30,16.999,17.094
8/5/16 12:45,16.999,17.094
8/5/16 13:00,17.094,17.189
8/5/16 13:15,17.189,17.189
8/5/16 13:30,17.189,17.284
8/5/16 13:45,17.284,17.284
8/5/16 14:00,17.379,17.379
8/5/16 14:15,17.379,17.475
8/5/16 14:30,17.475,17.475
8/5/16 14:45,17.57,17.57
8/5/16 15:00,17.665,17.665
8/5/16 15:15,17.76,17.76
8/5/16 15:30,17.76,17.855
8/5/16 15:45,17.855,17.855
8/5/16 16:00,17.855,17.855
8/5/16 16:15,17.855,17.855
8/5/16 16:30,17.855,17.855
8/5/16 16:45,17.95,17.95
8/5/16 17:00,17.95,17.95
8/5/16 17:15,18.045,18.045
8/5/16 17:30,18.045,18.14
8/5/16 17:45,18.045,18.045
8/5/16 18:00,17.95,18.045
8/5/16 18:15,17.95,17.95
8/5/16 18:30,17.855,17.855
8/5/16 18:45,17.76,17.76
8/5/16 19:00,17.665,17.665
8/5/16 19:15,17.57,17.57
8/5/16 19:30,17.475,17.57
8/5/16 19:45,17.379,17.379
8/5/16 20:00,17.284,17.284
8/5/16 20:15,17.189,17.284
8/5/16 20:30,17.094,17.189
8/5/16 20:45,16.999,17.094
8/5/16 21:00,16.999,17.094
8/5/16 21:15,16.903,16.999
8/5/16 21:30,16.808,16.903
8/5/16 21:45,16.808,16.903
8/5/16 22:00,16.713,16.808
8/5/16 22:15,16.713,16.713
8/5/16 22:30,16.618,16.713
8/5/16 22:45,16.618,16.618
8/5/16 23:00,16.618,16.618
8/5/16 23:15,16.523,16.523
8/5/16 23:30,16.523,16.523
8/5/16 23:45,16.523,16.427
8/6/16 0:00,16.427,16.427
8/6/16 0:15,16.427,16.427
8/6/16 0:30,16.427,16.332
8/6/16 0:45,16.332,16.332
8/6/16 1:00,16.332,16.332
8/6/16 1:15,16.332,16.237
8/6/16 1:30,16.332,16.332
8/6/16 1:45,16.332,16.523
8/6/16 2:00,16.332,16.332
8/6/16 2:15,16.332,16.332
8/6/16 2:30,16.427,16.427
8/6/16 2:45,16.427,16.427
8/6/16 3:00,16.427,16.427
8/6/16 3:15,16.427,16.427
8/6/16 3:30,16.427,16.523
8/6/16 3:45,16.427,16.427
8/6/16 4:00,16.523,16.427
8/6/16 4:15,16.523,16.523
8/6/16 4:30,16.523,16.523
8/6/16 4:45,16.523,16.523
8/6/16 5:00,16.523,16.523
8/6/16 5:15,16.523,16.523
8/6/16 5:30,16.523,16.523
8/6/16 5:45,16.523,16.523
8/6/16 6:00,16.523,16.523
8/6/16 6:15,16.523,16.523
8/6/16 6:30,16.523,16.523
8/6/16 6:45,16.618,16.523
