"Plot Title: penguin"
"#","Date Time, GMT-07:00","Temp, °C","Coupler Detached","Coupler Attached","Host Connected","End Of File"
1,06/17/16 11:54:21 AM,23.966,,,,
2,06/17/16 11:54:40 AM,,Logged,,,
3,06/17/16 11:59:38 AM,,,Logged,,
4,06/17/16 11:59:41 AM,,,,Logged,
5,06/17/16 12:00:00 PM,,Logged,,,
6,06/17/16 12:01:06 PM,,,Logged,,
7,06/17/16 12:01:07 PM,,,,Logged,
8,06/17/16 12:01:33 PM,,Logged,,,
9,06/17/16 12:54:21 PM,22.908,,,,
10,06/17/16 01:54:21 PM,22.429,,,,
11,06/17/16 02:54:21 PM,22.525,,,,
12,06/17/16 03:54:21 PM,23.004,,,,
13,06/17/16 04:54:21 PM,22.238,,,,
14,06/17/16 05:54:21 PM,21.282,,,,
15,06/17/16 06:54:21 PM,20.329,,,,
16,06/17/16 07:54:21 PM,19.662,,,,
17,06/17/16 08:54:21 PM,19.092,,,,
18,06/17/16 09:54:21 PM,18.616,,,,
19,06/17/16 10:54:21 PM,18.236,,,,
20,06/17/16 11:54:21 PM,17.855,,,,
21,06/18/16 12:54:21 AM,17.570,,,,
22,06/18/16 01:54:21 AM,17.284,,,,
23,06/18/16 02:54:21 AM,17.094,,,,
24,06/18/16 03:54:21 AM,16.903,,,,
25,06/18/16 04:54:21 AM,16.713,,,,
26,06/18/16 05:54:21 AM,16.618,,,,
27,06/18/16 06:54:21 AM,16.427,,,,
28,06/18/16 07:54:21 AM,16.332,,,,
29,06/18/16 08:54:21 AM,16.332,,,,
30,06/18/16 09:54:21 AM,16.237,,,,
31,06/18/16 10:54:21 AM,16.237,,,,
32,06/18/16 11:54:21 AM,16.237,,,,
33,06/18/16 12:54:21 PM,16.427,,,,
34,06/18/16 01:54:21 PM,16.713,,,,
35,06/18/16 02:54:21 PM,17.094,,,,
36,06/18/16 03:54:21 PM,17.379,,,,
37,06/18/16 04:54:21 PM,17.570,,,,
38,06/18/16 05:54:21 PM,17.665,,,,
39,06/18/16 06:54:21 PM,17.665,,,,
40,06/18/16 07:54:21 PM,17.665,,,,
41,06/18/16 08:54:21 PM,17.570,,,,
42,06/18/16 09:54:21 PM,17.475,,,,
43,06/18/16 10:54:21 PM,17.379,,,,
44,06/18/16 11:54:21 PM,17.094,,,,
45,06/19/16 12:54:21 AM,16.903,,,,
46,06/19/16 01:54:21 AM,16.618,,,,
47,06/19/16 02:54:21 AM,16.332,,,,
48,06/19/16 03:54:21 AM,16.046,,,,
49,06/19/16 04:54:21 AM,15.760,,,,
50,06/19/16 05:54:21 AM,15.569,,,,
51,06/19/16 06:54:21 AM,15.378,,,,
52,06/19/16 07:54:21 AM,15.282,,,,
53,06/19/16 08:54:21 AM,15.187,,,,
54,06/19/16 09:54:21 AM,15.091,,,,
55,06/19/16 10:54:21 AM,15.091,,,,
56,06/19/16 11:54:21 AM,16.523,,,,
57,06/19/16 12:54:21 PM,17.379,,,,
58,06/19/16 01:54:21 PM,17.855,,,,
59,06/19/16 02:54:21 PM,18.236,,,,
60,06/19/16 03:54:21 PM,18.711,,,,
61,06/19/16 04:54:21 PM,19.282,,,,
62,06/19/16 05:54:21 PM,19.853,,,,
63,06/19/16 06:54:21 PM,20.424,,,,
64,06/19/16 07:54:21 PM,20.901,,,,
65,06/19/16 08:54:21 PM,21.091,,,,
66,06/19/16 09:54:21 PM,21.187,,,,
67,06/19/16 10:54:21 PM,21.091,,,,
68,06/19/16 11:54:21 PM,21.091,,,,
69,06/20/16 12:54:21 AM,20.996,,,,
70,06/20/16 01:54:21 AM,20.901,,,,
71,06/20/16 02:54:21 AM,20.710,,,,
72,06/20/16 03:54:21 AM,20.615,,,,
73,06/20/16 04:54:21 AM,20.424,,,,
74,06/20/16 05:54:21 AM,20.234,,,,
75,06/20/16 06:54:21 AM,17.379,,,,
76,06/20/16 07:54:21 AM,18.806,,,,
77,06/20/16 08:54:21 AM,20.138,,,,
78,06/20/16 09:54:21 AM,23.581,,,,
79,06/20/16 10:54:21 AM,23.484,,,,
80,06/20/16 11:54:21 AM,23.581,,,,
81,06/20/16 12:54:21 PM,23.773,,,,
82,06/20/16 01:54:21 PM,23.966,,,,
83,06/20/16 02:54:21 PM,24.545,,,,
84,06/20/16 03:54:21 PM,25.028,,,,
85,06/20/16 04:54:21 PM,24.641,,,,
86,06/20/16 05:54:21 PM,24.545,,,,
87,06/20/16 06:54:21 PM,24.448,,,,
88,06/20/16 07:54:21 PM,24.641,,,,
89,06/20/16 08:54:21 PM,24.738,,,,
90,06/20/16 09:54:21 PM,24.641,,,,
91,06/20/16 10:54:21 PM,24.545,,,,
92,06/20/16 11:54:21 PM,24.351,,,,
93,06/21/16 12:54:21 AM,24.255,,,,
94,06/21/16 01:54:21 AM,24.062,,,,
95,06/21/16 02:54:21 AM,23.869,,,,
96,06/21/16 03:54:21 AM,23.581,,,,
97,06/21/16 04:54:21 AM,23.484,,,,
98,06/21/16 05:54:21 AM,23.292,,,,
99,06/21/16 06:54:21 AM,24.062,,,,
100,06/21/16 07:54:21 AM,19.187,,,,
101,06/21/16 08:54:21 AM,19.472,,,,
102,06/21/16 09:54:21 AM,19.853,,,,
103,06/21/16 10:54:21 AM,20.424,,,,
104,06/21/16 11:54:21 AM,21.187,,,,
105,06/21/16 12:54:21 PM,21.951,,,,
106,06/21/16 01:54:21 PM,22.429,,,,
107,06/21/16 02:54:21 PM,22.429,,,,
108,06/21/16 03:54:21 PM,22.812,,,,
109,06/21/16 04:54:21 PM,25.416,,,,
110,06/21/16 05:54:21 PM,26.488,,,,
111,06/21/16 06:54:21 PM,24.738,,,,
112,06/21/16 07:54:21 PM,22.621,,,,
113,06/21/16 08:54:21 PM,20.138,,,,
114,06/21/16 09:54:21 PM,17.950,,,,
115,06/21/16 10:54:21 PM,16.237,,,,
116,06/21/16 11:54:21 PM,15.091,,,,
117,06/22/16 12:54:21 AM,14.517,,,,
118,06/22/16 01:54:21 AM,14.134,,,,
119,06/22/16 02:54:21 AM,13.750,,,,
120,06/22/16 03:54:21 AM,13.173,,,,
121,06/22/16 04:54:21 AM,12.690,,,,
122,06/22/16 05:54:21 AM,12.401,,,,
123,06/22/16 06:54:21 AM,12.594,,,,
124,06/22/16 07:54:21 AM,14.134,,,,
125,06/22/16 08:54:21 AM,18.236,,,,
126,06/22/16 09:54:21 AM,20.138,,,,
127,06/22/16 10:54:21 AM,20.424,,,,
128,06/22/16 11:54:21 AM,20.805,,,,
129,06/22/16 12:54:21 PM,21.091,,,,
130,06/22/16 01:54:21 PM,21.187,,,,
131,06/22/16 02:54:21 PM,21.473,,,,
132,06/22/16 03:54:21 PM,21.664,,,,
133,06/22/16 04:54:21 PM,21.855,,,,
134,06/22/16 05:54:21 PM,21.951,,,,
135,06/22/16 06:54:21 PM,22.046,,,,
136,06/22/16 07:54:21 PM,22.046,,,,
137,06/22/16 08:54:21 PM,22.046,,,,
138,06/22/16 09:54:21 PM,21.855,,,,
139,06/22/16 10:54:21 PM,21.760,,,,
140,06/22/16 11:54:21 PM,21.569,,,,
141,06/23/16 12:54:21 AM,21.282,,,,
142,06/23/16 01:54:21 AM,21.091,,,,
143,06/23/16 02:54:21 AM,20.805,,,,
144,06/23/16 03:54:21 AM,20.615,,,,
145,06/23/16 04:54:21 AM,20.329,,,,
146,06/23/16 05:54:21 AM,20.138,,,,
147,06/23/16 06:54:21 AM,19.948,,,,
148,06/23/16 07:54:21 AM,19.853,,,,
149,06/23/16 08:54:21 AM,19.758,,,,
150,06/23/16 09:54:21 AM,19.853,,,,
151,06/23/16 10:54:21 AM,20.138,,,,
152,06/23/16 11:54:21 AM,20.996,,,,
153,06/23/16 12:54:21 PM,21.569,,,,
154,06/23/16 01:54:21 PM,22.046,,,,
