"Plot Title: goose"
"#","Date Time, GMT-07:00","Temp, °C","Coupler Detached","Coupler Attached","Host Connected","End Of File"
1,06/17/16 11:50:49 AM,24.158,,,,
2,06/17/16 11:51:07 AM,,Logged,,,
3,06/17/16 12:00:16 PM,,,Logged,,
4,06/17/16 12:00:17 PM,,,,Logged,
5,06/17/16 12:00:34 PM,,Logged,,,
6,06/17/16 12:50:49 PM,23.100,,,,
7,06/17/16 01:50:49 PM,22.429,,,,
8,06/17/16 02:50:49 PM,22.621,,,,
9,06/17/16 03:50:49 PM,24.062,,,,
10,06/17/16 04:50:49 PM,22.238,,,,
11,06/17/16 05:50:49 PM,21.091,,,,
12,06/17/16 06:50:49 PM,20.234,,,,
13,06/17/16 07:50:49 PM,19.567,,,,
14,06/17/16 08:50:49 PM,18.996,,,,
15,06/17/16 09:50:49 PM,18.521,,,,
16,06/17/16 10:50:49 PM,18.045,,,,
17,06/17/16 11:50:49 PM,17.760,,,,
18,06/18/16 12:50:49 AM,17.475,,,,
19,06/18/16 01:50:49 AM,17.189,,,,
20,06/18/16 02:50:49 AM,16.999,,,,
21,06/18/16 03:50:49 AM,16.808,,,,
22,06/18/16 04:50:49 AM,16.713,,,,
23,06/18/16 05:50:49 AM,16.523,,,,
24,06/18/16 06:50:49 AM,16.427,,,,
25,06/18/16 07:50:49 AM,16.332,,,,
26,06/18/16 08:50:49 AM,16.332,,,,
27,06/18/16 09:50:49 AM,16.237,,,,
28,06/18/16 10:50:49 AM,16.237,,,,
29,06/18/16 11:50:49 AM,16.237,,,,
30,06/18/16 12:50:49 PM,16.427,,,,
31,06/18/16 01:50:49 PM,16.808,,,,
32,06/18/16 02:50:49 PM,17.094,,,,
33,06/18/16 03:50:49 PM,17.379,,,,
34,06/18/16 04:50:49 PM,17.570,,,,
35,06/18/16 05:50:49 PM,17.665,,,,
36,06/18/16 06:50:49 PM,17.665,,,,
37,06/18/16 07:50:49 PM,17.665,,,,
38,06/18/16 08:50:49 PM,17.570,,,,
39,06/18/16 09:50:49 PM,17.475,,,,
40,06/18/16 10:50:49 PM,17.284,,,,
41,06/18/16 11:50:49 PM,17.094,,,,
42,06/19/16 12:50:49 AM,16.808,,,,
43,06/19/16 01:50:49 AM,16.523,,,,
44,06/19/16 02:50:49 AM,16.237,,,,
45,06/19/16 03:50:49 AM,16.046,,,,
46,06/19/16 04:50:49 AM,15.760,,,,
47,06/19/16 05:50:49 AM,15.569,,,,
48,06/19/16 06:50:49 AM,15.378,,,,
49,06/19/16 07:50:49 AM,15.282,,,,
50,06/19/16 08:50:49 AM,15.091,,,,
51,06/19/16 09:50:49 AM,15.091,,,,
52,06/19/16 10:50:49 AM,15.091,,,,
53,06/19/16 11:50:49 AM,16.713,,,,
54,06/19/16 12:50:49 PM,17.475,,,,
55,06/19/16 01:50:49 PM,17.855,,,,
56,06/19/16 02:50:49 PM,18.331,,,,
57,06/19/16 03:50:49 PM,18.711,,,,
58,06/19/16 04:50:49 PM,19.282,,,,
59,06/19/16 05:50:49 PM,19.948,,,,
60,06/19/16 06:50:49 PM,20.519,,,,
61,06/19/16 07:50:49 PM,20.996,,,,
62,06/19/16 08:50:49 PM,21.187,,,,
63,06/19/16 09:50:49 PM,21.187,,,,
64,06/19/16 10:50:49 PM,21.187,,,,
65,06/19/16 11:50:49 PM,21.091,,,,
66,06/20/16 12:50:49 AM,20.996,,,,
67,06/20/16 01:50:49 AM,20.901,,,,
68,06/20/16 02:50:49 AM,20.710,,,,
69,06/20/16 03:50:49 AM,20.615,,,,
70,06/20/16 04:50:49 AM,20.519,,,,
71,06/20/16 05:50:49 AM,20.234,,,,
72,06/20/16 06:50:49 AM,16.808,,,,
73,06/20/16 07:50:49 AM,19.187,,,,
74,06/20/16 08:50:49 AM,20.424,,,,
75,06/20/16 09:50:49 AM,23.677,,,,
76,06/20/16 10:50:49 AM,23.484,,,,
77,06/20/16 11:50:49 AM,23.677,,,,
78,06/20/16 12:50:49 PM,23.773,,,,
79,06/20/16 01:50:49 PM,23.966,,,,
80,06/20/16 02:50:49 PM,24.641,,,,
81,06/20/16 03:50:49 PM,25.125,,,,
82,06/20/16 04:50:49 PM,24.738,,,,
83,06/20/16 05:50:49 PM,24.641,,,,
84,06/20/16 06:50:49 PM,24.545,,,,
85,06/20/16 07:50:49 PM,24.641,,,,
86,06/20/16 08:50:49 PM,24.738,,,,
87,06/20/16 09:50:49 PM,24.641,,,,
88,06/20/16 10:50:49 PM,24.545,,,,
89,06/20/16 11:50:49 PM,24.448,,,,
90,06/21/16 12:50:49 AM,24.255,,,,
91,06/21/16 01:50:49 AM,24.062,,,,
92,06/21/16 02:50:49 AM,23.869,,,,
93,06/21/16 03:50:49 AM,23.677,,,,
94,06/21/16 04:50:49 AM,23.484,,,,
95,06/21/16 05:50:49 AM,23.388,,,,
96,06/21/16 06:50:49 AM,25.222,,,,
97,06/21/16 07:50:49 AM,19.092,,,,
98,06/21/16 08:50:49 AM,19.567,,,,
99,06/21/16 09:50:49 AM,19.758,,,,
100,06/21/16 10:50:49 AM,20.519,,,,
101,06/21/16 11:50:49 AM,21.282,,,,
102,06/21/16 12:50:49 PM,22.046,,,,
103,06/21/16 01:50:49 PM,22.429,,,,
104,06/21/16 02:50:49 PM,22.429,,,,
105,06/21/16 03:50:49 PM,23.100,,,,
106,06/21/16 04:50:49 PM,26.390,,,,
107,06/21/16 05:50:49 PM,26.390,,,,
108,06/21/16 06:50:49 PM,24.545,,,,
109,06/21/16 07:50:49 PM,22.333,,,,
110,06/21/16 08:50:49 PM,19.758,,,,
111,06/21/16 09:50:49 PM,17.665,,,,
112,06/21/16 10:50:49 PM,16.046,,,,
113,06/21/16 11:50:49 PM,14.996,,,,
114,06/22/16 12:50:49 AM,14.517,,,,
115,06/22/16 01:50:49 AM,14.038,,,,
116,06/22/16 02:50:49 AM,13.654,,,,
117,06/22/16 03:50:49 AM,13.076,,,,
118,06/22/16 04:50:49 AM,12.594,,,,
119,06/22/16 05:50:49 AM,12.304,,,,
120,06/22/16 06:50:49 AM,12.594,,,,
121,06/22/16 07:50:49 AM,14.996,,,,
122,06/22/16 08:50:49 AM,18.711,,,,
123,06/22/16 09:50:49 AM,20.234,,,,
124,06/22/16 10:50:49 AM,20.519,,,,
125,06/22/16 11:50:49 AM,20.805,,,,
126,06/22/16 12:50:49 PM,21.091,,,,
127,06/22/16 01:50:49 PM,21.187,,,,
128,06/22/16 02:50:49 PM,21.473,,,,
129,06/22/16 03:50:49 PM,21.664,,,,
130,06/22/16 04:50:49 PM,21.760,,,,
131,06/22/16 05:50:49 PM,21.951,,,,
132,06/22/16 06:50:49 PM,22.046,,,,
133,06/22/16 07:50:49 PM,22.046,,,,
134,06/22/16 08:50:49 PM,22.046,,,,
135,06/22/16 09:50:49 PM,21.951,,,,
136,06/22/16 10:50:49 PM,21.760,,,,
137,06/22/16 11:50:49 PM,21.569,,,,
138,06/23/16 12:50:49 AM,21.378,,,,
139,06/23/16 01:50:49 AM,21.091,,,,
140,06/23/16 02:50:49 AM,20.901,,,,
141,06/23/16 03:50:49 AM,20.615,,,,
142,06/23/16 04:50:49 AM,20.424,,,,
143,06/23/16 05:50:49 AM,20.234,,,,
144,06/23/16 06:50:49 AM,20.043,,,,
145,06/23/16 07:50:49 AM,19.853,,,,
146,06/23/16 08:50:49 AM,19.853,,,,
147,06/23/16 09:50:49 AM,19.853,,,,
148,06/23/16 10:50:49 AM,20.138,,,,
149,06/23/16 11:50:49 AM,20.996,,,,
150,06/23/16 12:50:49 PM,21.569,,,,
151,06/23/16 01:50:49 PM,22.046,,,,
152,06/23/16 02:50:49 PM,24.738,,,,
153,06/23/16 03:50:49 PM,13.365,,,,
154,06/23/16 04:50:49 PM,13.365,,,,
155,06/23/16 05:50:49 PM,12.594,,,,
156,06/23/16 06:50:49 PM,12.304,,,,
157,06/23/16 07:50:49 PM,12.207,,,,
158,06/23/16 08:50:49 PM,12.110,,,,
159,06/23/16 09:50:49 PM,12.110,,,,
160,06/23/16 10:50:49 PM,12.207,,,,
161,06/23/16 11:50:49 PM,12.401,,,,
162,06/24/16 12:50:49 AM,12.787,,,,
163,06/24/16 01:50:49 AM,12.594,,,,
164,06/24/16 02:50:49 AM,12.690,,,,
165,06/24/16 03:50:49 AM,12.690,,,,
166,06/24/16 04:50:49 AM,12.690,,,,
167,06/24/16 05:50:49 AM,12.690,,,,
168,06/24/16 06:50:49 AM,12.690,,,,
169,06/24/16 07:50:49 AM,12.690,,,,
170,06/24/16 08:50:49 AM,12.690,,,,
171,06/24/16 09:50:49 AM,12.594,,,,
172,06/24/16 10:50:49 AM,12.690,,,,
173,06/24/16 11:50:49 AM,12.980,,,,
174,06/24/16 12:50:49 PM,13.076,,,,
175,06/24/16 01:50:49 PM,18.331,,,,
176,06/24/16 02:50:49 PM,13.269,,,,
177,06/24/16 03:50:49 PM,13.269,,,,
178,06/24/16 04:50:49 PM,13.269,,,,
179,06/24/16 05:50:49 PM,13.269,,,,
180,06/24/16 06:50:49 PM,12.787,,,,
181,06/24/16 07:50:49 PM,12.207,,,,
182,06/24/16 08:50:49 PM,12.207,,,,
183,06/24/16 09:50:49 PM,12.110,,,,
184,06/24/16 10:50:49 PM,12.110,,,,
185,06/24/16 11:50:49 PM,12.207,,,,
186,06/25/16 12:50:49 AM,12.401,,,,
187,06/25/16 01:50:49 AM,12.690,,,,
188,06/25/16 02:50:49 AM,12.401,,,,
189,06/25/16 03:50:49 AM,12.690,,,,
190,06/25/16 04:50:49 AM,12.787,,,,
191,06/25/16 05:50:49 AM,12.787,,,,
192,06/25/16 06:50:49 AM,12.787,,,,
193,06/25/16 07:50:49 AM,12.787,,,,
194,06/25/16 08:50:49 AM,12.787,,,,
195,06/25/16 09:50:49 AM,12.883,,,,
196,06/25/16 10:50:49 AM,12.787,,,,
