Sample.ID,TA,Mass,Type
20180710_JUNK,2052.711964,60.1947,Junk
20180710_CRM1,2225.105835,60.6675,CRM
20180710_CRM2,2223.883756,59.3856,CRM
20160805_Bin1,2735.283611,61.0066,Bin
20160805_Bin2,2728.72975,58.9833,Bin
20160805_Bin3,2733.381181,60.4385,Bin
20160805_Bin4,2724.334229,59.9791,Bin
20160805_Bin5,2744.701912,60.3505,Bin
20160805_Bin6,2731.01057,58.9892,Bin
20160805_Bin7,2866.911272,59.112,Bin
20160805_Bin8,2855.135909,59.0996,Bin
20160805_Bin9,2823.759719,60.2721,Bin
