Date.Time,Temp.C
4/9/16 16:32,14.1
4/9/16 16:37,14.1
4/9/16 16:42,14.1
4/9/16 16:47,14.1
4/9/16 16:52,14.1
4/9/16 16:58,14.1
4/9/16 17:03,14.1
4/9/16 17:08,14.1
4/9/16 17:14,14.1
4/9/16 17:19,14.1
4/9/16 17:24,14.16
4/9/16 17:30,14.16
4/9/16 17:35,14.16
4/9/16 17:41,14.16
4/9/16 17:46,14.16
4/9/16 17:51,14.16
4/9/16 17:56,14.16
4/9/16 18:01,14.16
4/9/16 18:07,14.16
4/9/16 18:12,14.16
4/9/16 18:18,14.16
4/9/16 18:23,14.16
4/9/16 18:28,14.16
4/9/16 18:33,14.22
4/9/16 18:39,14.22
4/9/16 18:44,14.22
4/9/16 18:49,14.22
4/9/16 18:54,14.22
4/9/16 19:00,14.22
4/9/16 19:05,14.22
4/9/16 19:11,14.22
4/9/16 19:16,14.22
4/9/16 19:21,14.22
4/9/16 19:26,14.22
4/9/16 19:31,14.22
4/9/16 19:37,14.22
4/9/16 19:43,14.22
4/9/16 19:48,14.22
4/9/16 19:53,14.22
4/9/16 19:58,14.22
4/9/16 20:03,14.22
4/9/16 20:08,14.22
4/9/16 20:14,14.22
4/9/16 20:20,14.22
4/9/16 20:26,14.22
4/9/16 20:31,14.22
4/9/16 20:36,14.22
4/9/16 20:42,14.22
4/9/16 20:48,14.22
4/9/16 20:53,14.22
4/9/16 20:58,14.22
4/9/16 21:03,14.22
4/9/16 21:08,14.16
4/9/16 21:13,14.22
4/9/16 21:19,14.22
4/9/16 21:25,14.16
4/9/16 21:30,14.22
4/9/16 21:35,14.16
4/9/16 21:40,14.22
4/9/16 21:45,14.22
4/9/16 21:51,14.16
4/9/16 21:57,14.22
4/9/16 22:02,14.22
4/9/16 22:07,14.16
4/9/16 22:12,14.16
4/9/16 22:17,14.22
4/9/16 22:23,14.16
4/9/16 22:29,14.22
4/9/16 22:34,14.16
4/9/16 22:39,14.16
4/9/16 22:44,14.16
4/9/16 22:49,14.16
4/9/16 22:55,14.16
4/9/16 23:01,14.16
4/9/16 23:06,14.16
4/9/16 23:12,14.16
4/9/16 23:17,14.16
4/9/16 23:22,14.16
4/9/16 23:27,14.16
4/9/16 23:33,14.16
4/9/16 23:38,14.22
4/9/16 23:43,14.16
4/9/16 23:48,14.16
4/9/16 23:54,14.16
4/9/16 23:59,14.16
4/10/16 0:05,14.16
4/10/16 0:10,14.16
4/10/16 0:15,14.16
4/10/16 0:20,14.16
4/10/16 0:25,14.16
4/10/16 0:31,14.16
4/10/16 0:36,14.16
4/10/16 0:42,14.16
4/10/16 0:47,14.16
4/10/16 0:52,14.16
4/10/16 0:57,14.16
4/10/16 1:02,14.16
4/10/16 1:07,14.16
4/10/16 1:14,14.16
4/10/16 1:19,14.16
4/10/16 1:24,14.16
4/10/16 1:29,14.16
4/10/16 1:34,14.16
4/10/16 1:39,14.16
4/10/16 1:45,14.16
4/10/16 1:51,14.16
4/10/16 1:56,14.16
4/10/16 2:01,14.16
4/10/16 2:06,14.1
4/10/16 2:11,14.16
4/10/16 2:17,14.16
4/10/16 2:22,14.16
4/10/16 2:28,14.16
4/10/16 2:33,14.16
4/10/16 2:38,14.16
4/10/16 2:43,14.16
4/10/16 2:49,14.16
4/10/16 2:54,14.16
4/10/16 2:59,14.16
4/10/16 3:04,14.16
4/10/16 3:10,14.16
4/10/16 3:15,14.16
4/10/16 3:20,14.16
4/10/16 3:26,14.16
4/10/16 3:31,14.1
4/10/16 3:36,14.1
4/10/16 3:41,14.16
4/10/16 3:47,14.16
4/10/16 3:52,14.16
4/10/16 3:58,14.16
4/10/16 4:03,14.1
4/10/16 4:08,14.1
4/10/16 4:13,14.16
4/10/16 4:18,14.16
4/10/16 4:24,14.16
4/10/16 4:30,14.1
4/10/16 4:35,14.16
4/10/16 4:40,14.1
4/10/16 4:45,14.16
4/10/16 4:50,14.1
4/10/16 4:55,14.16
4/10/16 5:01,14.1
4/10/16 5:06,14.16
4/10/16 5:12,14.1
4/10/16 5:17,14.1
4/10/16 5:22,14.1
4/10/16 5:27,14.1
4/10/16 5:33,14.1
4/10/16 5:38,14.16
4/10/16 5:43,14.1
4/10/16 5:49,14.1
4/10/16 5:54,14.16
4/10/16 5:59,14.16
4/10/16 6:04,14.1
4/10/16 6:10,14.1
4/10/16 6:15,14.1
4/10/16 6:20,14.1
4/10/16 6:25,14.16
4/10/16 6:31,14.1
4/10/16 6:36,14.1
4/10/16 6:42,14.1
4/10/16 6:47,14.1
4/10/16 6:52,14.1
4/10/16 6:57,14.16
4/10/16 7:02,14.1
4/10/16 7:08,14.1
4/10/16 7:14,14.1
4/10/16 7:19,14.1
4/10/16 7:24,14.1
4/10/16 7:29,14.1
4/10/16 7:34,14.1
4/10/16 7:40,14.1
4/10/16 7:46,14.1
4/10/16 7:51,14.1
4/10/16 7:56,14.1
4/10/16 8:01,14.1
4/10/16 8:06,14.1
4/10/16 8:11,14.1
4/10/16 8:18,14.1
4/10/16 8:23,14.1
4/10/16 8:28,14.1
4/10/16 8:33,14.1
4/10/16 8:38,14.1
4/10/16 8:43,14.1
4/10/16 8:49,14.1
4/10/16 8:55,14.1
4/10/16 9:00,14.1
4/10/16 9:05,14.1
4/10/16 9:10,14.1
4/10/16 9:15,14.03
4/10/16 9:21,14.1
4/10/16 9:27,14.1
