Date.Time,Header2.pH,Header1.pH
3/26/16 0:01,7,7.23
3/26/16 0:06,7,7.25
3/26/16 0:12,7.02,7.25
3/26/16 0:17,7.02,7.25
3/26/16 0:22,7.02,7.23
3/26/16 0:28,7.02,7.23
3/26/16 0:33,7.05,7.25
3/26/16 0:39,7.05,7.28
3/26/16 0:44,7.08,7.25
3/26/16 0:49,7.05,7.25
3/26/16 0:54,7.02,7.28
3/26/16 1:00,7.02,7.3
3/26/16 1:05,7.05,7.28
3/26/16 1:11,7.05,7.3
3/26/16 1:16,7.08,7.32
3/26/16 1:21,7.08,7.35
3/26/16 1:26,7.08,7.32
3/26/16 1:32,7.02,7.35
3/26/16 1:37,7.02,7.28
3/26/16 1:43,7.05,7.28
3/26/16 1:49,7.05,7.23
3/26/16 1:54,7.08,7.25
3/26/16 1:59,7.08,7.23
3/26/16 2:04,7.05,7.25
3/26/16 2:09,7,7.25
3/26/16 2:15,6.98,7.25
3/26/16 2:21,6.98,7.25
3/26/16 2:26,7,7.25
3/26/16 2:31,7.02,7.25
3/26/16 2:37,7.02,7.28
3/26/16 2:42,7.02,7.25
3/26/16 2:48,7.05,7.28
3/26/16 2:53,7.08,7.3
3/26/16 2:58,7.08,7.3
3/26/16 3:03,7.05,7.3
3/26/16 3:09,7.02,7.3
3/26/16 3:14,7.02,7.32
3/26/16 3:20,7.05,7.32
3/26/16 3:25,7.08,7.32
3/26/16 3:30,7.08,7.3
3/26/16 3:35,7.08,7.32
3/26/16 3:41,7.05,7.32
3/26/16 3:46,7.02,7.3
3/26/16 3:52,7.05,7.3
3/26/16 3:57,7.05,7.32
3/26/16 4:03,7.05,7.3
3/26/16 4:08,7.08,7.3
3/26/16 4:13,7.1,7.32
3/26/16 4:18,7.05,7.32
3/26/16 4:24,7,7.35
3/26/16 4:30,7,7.35
3/26/16 4:35,7.02,7.32
3/26/16 4:40,7.02,7.3
3/26/16 4:46,7.02,7.28
3/26/16 4:51,7.05,7.25
3/26/16 4:56,7.05,7.25
3/26/16 5:01,7.08,7.25
3/26/16 5:07,7.08,7.25
3/26/16 5:12,6.98,7.25
3/26/16 5:17,6.98,7.25
3/26/16 5:23,7,7.25
3/26/16 5:28,7.02,7.25
3/26/16 5:34,7.02,7.28
3/26/16 5:39,7,7.25
3/26/16 5:44,7.02,7.28
3/26/16 5:50,7.05,7.28
3/26/16 5:55,7.05,7.3
3/26/16 6:01,7.08,7.3
3/26/16 6:06,7.05,7.3
3/26/16 6:11,7.02,7.32
3/26/16 6:16,7.02,7.32
3/26/16 6:22,7.02,7.32
3/26/16 6:27,7.05,7.3
3/26/16 6:32,7.05,7.32
3/26/16 6:37,7.08,7.3
3/26/16 6:42,7.08,7.28
3/26/16 6:48,7.05,7.3
3/26/16 6:53,7,7.3
3/26/16 6:58,7,7.32
3/26/16 7:04,7,7.3
3/26/16 7:09,7.05,7.3
3/26/16 7:15,7.02,7.32
3/26/16 7:20,7.05,7.32
3/26/16 7:26,7.08,7.32
3/26/16 7:31,7.05,7.32
3/26/16 7:37,7.05,7.32
3/26/16 7:42,7.02,7.3
3/26/16 7:47,7.02,7.3
3/26/16 7:52,7.02,7.25
3/26/16 7:58,7.05,7.28
3/26/16 8:03,7.05,7.28
3/26/16 8:09,7.05,7.25
3/26/16 8:14,7.08,7.28
3/26/16 8:19,7.02,7.25
3/26/16 8:25,7.05,7.28
3/26/16 8:30,7,7.28
3/26/16 8:36,7.02,7.28
3/26/16 8:41,7.05,7.28
3/26/16 8:47,7.05,7.3
3/26/16 8:52,7.08,7.3
3/26/16 8:57,7.08,7.32
3/26/16 9:03,7.02,7.32
3/26/16 9:08,7.02,7.35
3/26/16 9:14,7.05,7.35
3/26/16 9:19,7.05,7.3
3/26/16 9:24,7.05,7.32
3/26/16 9:29,7.08,7.32
3/26/16 9:35,7.08,7.32
3/26/16 9:40,7.05,7.3
3/26/16 9:46,6.98,7.3
3/26/16 9:51,6.98,7.32
3/26/16 9:57,6.98,7.3
3/26/16 10:02,7,7.3
3/26/16 10:08,7,7.32
3/26/16 10:13,7,7.35
3/26/16 10:18,7.02,7.32
3/26/16 10:23,7.05,7.32
3/26/16 10:28,7.08,7.3
3/26/16 10:33,7.08,7.3
3/26/16 10:39,7.08,7.32
3/26/16 10:44,7.02,7.32
3/26/16 10:49,7.02,7.3
3/26/16 10:54,7.02,7.32
3/26/16 11:00,7.05,7.32
3/26/16 11:05,7.05,7.35
3/26/16 11:10,7.08,7.3
3/26/16 11:15,7.05,7.3
3/26/16 11:20,7.02,7.28
3/26/16 11:26,7.02,7.3
3/26/16 11:31,7.05,7.28
3/26/16 11:36,7.05,7.28
3/26/16 11:42,7.08,7.28
3/26/16 11:47,7.08,7.28
3/26/16 11:52,7.05,7.28
3/26/16 11:58,7.02,7.3
3/26/16 12:03,7,7.28
3/26/16 12:08,7.05,7.28
3/26/16 12:13,7.05,7.28
3/26/16 12:19,7.05,7.3
3/26/16 12:25,7.08,7.32
3/26/16 12:31,7.05,7.32
3/26/16 12:36,7.02,7.35
3/26/16 12:41,7.05,7.32
3/26/16 12:46,7.05,7.3
3/26/16 12:51,7.08,7.3
3/26/16 12:57,7.08,7.32
3/26/16 13:03,7.05,7.3
3/26/16 13:08,7.02,7.3
3/26/16 13:13,7,7.3
3/26/16 13:18,7,7.32
3/26/16 13:24,7.02,7.32
3/26/16 13:31,7.02,7.32
3/26/16 13:36,7.05,7.32
3/26/16 13:42,7.08,7.32
3/26/16 13:47,7.08,7.32
3/26/16 13:52,7.02,7.32
3/26/16 13:57,7.02,7.3
3/26/16 14:03,7.02,7.3
3/26/16 14:08,7.02,7.3
3/26/16 14:13,7.02,7.3
3/26/16 14:19,7.05,7.3
3/26/16 14:24,7.08,7.3
3/26/16 14:30,7.05,7.32
3/26/16 14:35,7.02,7.32
3/26/16 14:41,7.05,7.32
3/26/16 14:46,7.02,7.35
3/26/16 14:51,7.02,7.32
3/26/16 14:57,7.05,7.3
3/26/16 15:05,7.08,7.3
3/26/16 15:10,7.08,7.28
3/26/16 15:15,7.02,7.3
3/26/16 15:21,7.05,7.28
3/26/16 15:26,7.02,7.3
3/26/16 15:31,7.05,7.3
3/26/16 15:37,7.05,7.3
3/26/16 15:42,7.05,7.3
3/26/16 15:47,7.08,7.32
3/26/16 15:53,7.08,7.32
3/26/16 15:58,7.05,7.35
3/26/16 16:03,7,7.3
3/26/16 16:08,6.98,7.32
3/26/16 16:13,6.98,7.3
3/26/16 16:18,6.98,7.32
3/26/16 16:24,7,7.32
3/26/16 16:29,6.98,7.32
3/26/16 16:34,7.02,7.32
3/26/16 16:39,7.02,7.32
3/26/16 16:45,7.02,7.32
3/26/16 16:50,7.02,7.32
3/26/16 16:55,7.02,7.3
3/26/16 17:00,7.05,7.28
3/26/16 17:05,7.08,7.28
3/26/16 17:10,7.08,7.28
3/26/16 17:16,7.1,7.28
3/26/16 17:21,7.02,7.28
3/26/16 17:27,7,7.28
3/26/16 17:32,6.98,7.28
3/26/16 17:37,7,7.28
3/26/16 17:42,7,7.3
3/26/16 17:47,6.98,7.3
3/26/16 17:53,7,7.32
3/26/16 17:58,7.02,7.32
3/26/16 18:03,7,7.32
3/26/16 18:08,7.02,7.32
3/26/16 18:13,7.02,7.3
3/26/16 18:18,7.05,7.3
3/26/16 18:24,7.08,7.32
3/26/16 18:29,7.08,7.32
3/26/16 18:35,7.08,7.3
3/26/16 18:40,7.05,7.32
3/26/16 18:45,7.02,7.32
3/26/16 18:51,6.98,7.32
3/26/16 18:57,6.98,7.32
3/26/16 19:02,6.98,7.3
3/26/16 19:07,6.98,7.3
3/26/16 19:12,7,7.28
3/26/16 19:18,7,7.28
3/26/16 19:23,7.02,7.28
3/26/16 19:29,7.05,7.28
3/26/16 19:34,7.08,7.28
3/26/16 19:39,7.05,7.3
3/26/16 19:45,7.08,7.32
3/26/16 19:50,7.1,7.3
3/26/16 19:56,7.05,7.32
3/26/16 20:01,7,7.35
3/26/16 20:07,7,7.35
3/26/16 20:12,7,7.3
3/26/16 20:17,6.98,7.32
3/26/16 20:23,7,7.32
3/26/16 20:28,7,7.32
3/26/16 20:33,7,7.3
3/26/16 20:38,7.02,7.3
3/26/16 20:44,7.02,7.32
3/26/16 20:49,7.05,7.32
3/26/16 20:54,7.05,7.32
3/26/16 21:00,7.05,7.32
3/26/16 21:05,7.08,7.3
3/26/16 21:10,7.08,7.32
3/26/16 21:16,7.05,7.32
3/26/16 21:21,7,7.28
3/26/16 21:26,6.98,7.32
3/26/16 21:32,7,7.32
3/26/16 21:38,7.02,7.3
3/26/16 21:43,7,7.32
3/26/16 21:49,7.05,7.32
3/26/16 21:54,7.08,7.35
3/26/16 21:59,7.05,7.3
3/26/16 22:04,7.08,7.3
3/26/16 22:09,7.08,7.32
3/26/16 22:14,7.02,7.32
3/26/16 22:20,7,7.35
3/26/16 22:25,7,7.35
3/26/16 22:30,7,7.35
3/26/16 22:35,7.02,7.32
3/26/16 22:40,7,7.32
3/26/16 22:46,7.02,7.3
3/26/16 22:51,7.02,7.3
3/26/16 22:56,7.05,7.32
3/26/16 23:02,7.02,7.3
3/26/16 23:07,7.05,7.3
3/26/16 23:12,7.08,7.32
3/26/16 23:17,7.08,7.32
3/26/16 23:23,7.02,7.32
3/26/16 23:28,7,7.32
3/26/16 23:34,6.98,7.32
3/26/16 23:39,6.98,7.32
3/26/16 23:44,7,7.32
3/26/16 23:50,7,7.32
3/26/16 23:55,7.02,7.3
3/27/16 0:00,7.05,7.35
3/27/16 0:06,7.05,7.35
3/27/16 0:11,7.05,7.3
3/27/16 0:16,7.05,7.3
3/27/16 0:22,7.05,7.3
3/27/16 0:27,7.08,7.3
3/27/16 0:32,7.08,7.3
3/27/16 0:38,7.02,7.3
3/27/16 0:43,7.02,7.3
3/27/16 0:48,7,7.3
3/27/16 0:54,7.02,7.3
3/27/16 0:59,7.05,7.32
3/27/16 1:04,7.05,7.32
3/27/16 1:09,7.02,7.32
3/27/16 1:15,7.05,7.32
3/27/16 1:20,7.08,7.32
3/27/16 1:26,7.08,7.28
3/27/16 1:32,7,7.28
3/27/16 1:37,6.98,7.28
3/27/16 1:42,7,7.28
3/27/16 1:48,7,7.28
3/27/16 1:53,7,7.28
3/27/16 1:59,7.02,7.28
3/27/16 2:04,7.02,7.28
3/27/16 2:09,7.02,7.28
3/27/16 2:15,7.05,7.3
3/27/16 2:20,7.05,7.3
3/27/16 2:25,7.08,7.3
3/27/16 2:31,7.08,7.3
3/27/16 2:36,7.08,7.32
3/27/16 2:41,7,7.35
3/27/16 2:47,6.98,7.32
3/27/16 2:52,6.95,7.32
3/27/16 2:58,6.98,7.32
3/27/16 3:03,6.98,7.32
3/27/16 3:08,7,7.32
3/27/16 3:13,7,7.35
3/27/16 3:19,7.02,7.32
3/27/16 3:25,7.02,7.3
3/27/16 3:30,7.05,7.3
3/27/16 3:35,7.02,7.3
3/27/16 3:41,7.05,7.28
3/27/16 3:46,7.05,7.28
3/27/16 3:52,7.05,7.28
3/27/16 3:57,7.08,7.3
3/27/16 4:02,7.02,7.32
3/27/16 4:08,6.98,7.3
3/27/16 4:13,6.98,7.32
3/27/16 4:18,6.98,7.32
3/27/16 4:24,6.95,7.32
3/27/16 4:29,6.98,7.32
3/27/16 4:34,6.98,7.32
3/27/16 4:40,7,7.32
3/27/16 4:45,7.02,7.3
3/27/16 4:50,7.02,7.32
3/27/16 4:55,7.02,7.3
3/27/16 5:01,7.05,7.3
3/27/16 5:06,7.05,7.32
3/27/16 5:12,7.08,7.32
3/27/16 5:17,7.08,7.35
3/27/16 5:22,7.08,7.32
3/27/16 5:27,7.05,7.3
3/27/16 5:33,7.02,7.28
3/27/16 5:39,7.02,7.3
3/27/16 5:44,7.02,7.32
3/27/16 5:49,7.02,7.3
3/27/16 5:55,7.05,7.32
3/27/16 6:00,7.05,7.32
3/27/16 6:05,7.08,7.32
3/27/16 6:10,7.08,7.32
3/27/16 6:15,7.08,7.32
3/27/16 6:20,7.02,7.32
3/27/16 6:26,7,7.32
3/27/16 6:31,6.98,7.32
3/27/16 6:37,7,7.32
3/27/16 6:42,6.98,7.32
3/27/16 6:48,7,7.32
3/27/16 6:53,7.02,7.32
3/27/16 6:58,7.02,7.32
3/27/16 7:03,7.02,7.3
3/27/16 7:08,7.08,7.3
3/27/16 7:14,7.05,7.3
3/27/16 7:19,7.08,7.3
3/27/16 7:24,7.1,7.28
3/27/16 7:30,7.08,7.3
3/27/16 7:35,7,7.32
3/27/16 7:41,7,7.3
3/27/16 7:46,7,7.3
3/27/16 7:51,7,7.32
3/27/16 7:56,7,7.32
3/27/16 8:02,7.02,7.32
3/27/16 8:07,7.02,7.32
3/27/16 8:12,7.02,7.3
3/27/16 8:17,7.05,7.3
3/27/16 8:23,7.05,7.3
3/27/16 8:28,7.08,7.3
3/27/16 8:33,7.08,7.32
3/27/16 8:38,7.1,7.3
3/27/16 8:44,6.98,7.32
3/27/16 8:49,6.95,7.3
3/27/16 8:54,6.95,7.32
3/27/16 9:00,6.95,7.35
3/27/16 9:05,6.95,7.32
3/27/16 9:10,6.98,7.32
3/27/16 9:15,6.98,7.3
3/27/16 9:21,6.98,7.32
3/27/16 9:26,6.98,7.3
3/27/16 9:32,7,7.32
3/27/16 9:37,7.02,7.32
3/27/16 9:42,7.02,7.35
3/27/16 9:47,7.05,7.3
3/27/16 9:53,7.05,7.32
3/27/16 9:58,7.08,7.32
3/27/16 10:04,7.08,7.32
3/27/16 10:09,7.08,7.32
3/27/16 10:14,7,7.32
3/27/16 10:19,6.98,7.32
3/27/16 10:24,7,7.35
3/27/16 10:30,7,7.32
3/27/16 10:35,7.02,7.32
3/27/16 10:40,7.02,7.3
3/27/16 10:45,7.02,7.3
3/27/16 10:50,7.02,7.3
3/27/16 10:56,7.08,7.32
3/27/16 11:01,7.08,7.32
3/27/16 11:06,7.08,7.32
3/27/16 11:12,7.02,7.32
3/27/16 11:17,7,7.35
3/27/16 11:22,7,7.32
3/27/16 11:27,7.02,7.3
3/27/16 11:46,7.02,7.32
3/27/16 12:06,7.08,7.32
3/27/16 12:16,7,7.3
3/27/16 12:34,7.02,7.32
3/27/16 12:39,7.02,7.32
3/27/16 12:48,7.05,7.32
3/27/16 12:54,7.05,7.3
3/27/16 12:59,7.08,7.3
3/27/16 13:11,7.08,7.28
3/27/16 13:36,7.02,7.3
3/27/16 13:57,7.05,7.3
3/27/16 14:22,7.02,7.32
3/27/16 14:28,7,7.28
3/27/16 14:42,7.02,7.28
3/27/16 14:48,7.05,7.3
3/27/16 15:39,7.08,7.32
3/27/16 15:51,7.05,7.25
3/27/16 15:57,7.08,7.25
3/27/16 16:03,7.1,7.28
3/27/16 16:09,7.08,7.3
3/27/16 16:14,7.05,7.3
3/27/16 16:19,6.98,7.28
3/27/16 16:24,6.95,7.3
3/27/16 16:30,6.98,7.32
3/27/16 16:37,6.95,7.3
3/27/16 16:42,6.98,7.32
3/27/16 16:47,6.98,7.3
3/27/16 16:52,6.98,7.32
3/27/16 16:57,7,7.32
3/27/16 17:03,7.02,7.3
3/27/16 17:08,7.02,7.32
3/27/16 17:14,7.02,7.32
3/27/16 17:19,7.05,7.32
3/27/16 17:24,7.08,7.32
3/27/16 17:29,7.1,7.32
3/27/16 17:35,7.08,7.32
3/27/16 17:40,7,7.3
3/27/16 17:46,7,7.28
3/27/16 17:51,6.98,7.28
3/27/16 17:57,7,7.28
3/27/16 18:02,7,7.28
3/27/16 18:08,7,7.28
3/27/16 18:13,7,7.3
3/27/16 18:18,7.02,7.3
3/27/16 18:23,7.05,7.3
3/27/16 18:29,7.05,7.3
3/27/16 18:35,7.05,7.32
3/27/16 18:40,7.08,7.35
3/27/16 18:45,7.08,7.3
3/27/16 18:50,7.08,7.32
3/27/16 18:55,7.02,7.3
3/27/16 19:01,7,7.32
3/27/16 19:06,7,7.32
3/27/16 19:12,7,7.32
3/27/16 19:17,7.02,7.32
3/27/16 19:22,7.02,7.3
3/27/16 19:27,7.05,7.3
3/27/16 19:32,7.05,7.32
3/27/16 19:37,7.05,7.3
3/27/16 19:42,7.05,7.32
3/27/16 19:48,7.08,7.32
3/27/16 19:53,7.08,7.32
3/27/16 19:58,7.08,7.32
3/27/16 20:03,7,7.35
3/27/16 20:08,7,7.3
3/27/16 20:14,7,7.3
3/27/16 20:19,6.98,7.3
3/27/16 20:25,7,7.3
3/27/16 20:30,7.02,7.3
3/27/16 20:35,7,7.32
3/27/16 20:40,7.02,7.32
3/27/16 20:45,7.02,7.32
3/27/16 20:55,7.05,7.32
3/27/16 21:00,7.08,7.35
3/27/16 21:22,7,7.3
3/27/16 21:34,6.98,7.32
3/27/16 21:47,7.02,7.32
3/27/16 21:56,7.05,7.35
3/27/16 22:07,7.08,7.32
3/27/16 22:13,7.05,7.28
3/27/16 22:25,6.95,7.3
3/27/16 22:37,6.98,7.3
3/27/16 22:49,7,7.3
3/27/16 22:57,7.05,7.35
3/27/16 23:04,7.02,7.32
3/27/16 23:09,7.08,7.32
3/27/16 23:14,7.08,7.3
3/28/16 0:07,7.05,7.28
3/28/16 0:13,7.08,7.28
3/28/16 0:18,7.05,7.28
3/28/16 0:23,7,7.28
3/28/16 0:28,7,7.28
3/28/16 0:34,7.02,7.28
3/28/16 0:39,7,7.28
3/28/16 0:47,7.02,7.28
3/28/16 0:52,7.02,7.3
3/28/16 0:57,7.05,7.3
3/28/16 1:02,7.05,7.3
3/28/16 1:08,7.08,7.3
3/28/16 1:13,7.05,7.32
3/28/16 1:19,7,7.32
3/28/16 1:24,7.02,7.32
3/28/16 1:29,7.02,7.3
3/28/16 1:34,7.02,7.3
3/28/16 1:39,7.02,7.28
3/28/16 1:46,7.05,7.3
3/28/16 1:52,7.08,7.3
3/28/16 1:57,7.08,7.3
3/28/16 2:02,7.05,7.3
3/28/16 2:08,7.02,7.3
3/28/16 2:13,7.02,7.3
3/28/16 2:18,7.02,7.32
3/28/16 2:24,7.05,7.32
3/28/16 2:29,7.05,7.32
3/28/16 2:34,7.08,7.35
3/28/16 2:39,7.08,7.3
3/28/16 2:45,7.05,7.3
3/28/16 2:50,7.02,7.28
3/28/16 2:56,7.02,7.28
3/28/16 3:02,7.02,7.28
3/28/16 3:07,7.02,7.3
3/28/16 3:12,7.05,7.3
3/28/16 3:17,7.05,7.3
3/28/16 3:23,7.08,7.3
3/28/16 3:28,7.08,7.3
3/28/16 3:34,7.05,7.3
3/28/16 3:39,7.02,7.32
3/28/16 3:44,7.02,7.32
3/28/16 3:49,7.02,7.32
3/28/16 3:55,7.02,7.32
3/28/16 4:01,7.05,7.32
3/28/16 4:06,7.05,7.3
3/28/16 4:14,7.05,7.3
3/28/16 4:21,7.08,7.3
3/28/16 4:33,7.02,7.32
3/28/16 4:39,7,7.3
3/28/16 4:44,7,7.32
3/28/16 4:50,7,7.32
3/28/16 4:55,7.02,7.35
3/28/16 5:00,7.02,7.32
3/28/16 5:05,7.05,7.3
3/28/16 5:12,7.05,7.3
3/28/16 5:17,7.05,7.3
3/28/16 5:22,7.05,7.3
3/28/16 5:27,7.02,7.3
3/28/16 5:33,7,7.3
3/28/16 5:38,7.02,7.3
3/28/16 5:43,7.02,7.3
3/28/16 5:49,7.02,7.3
3/28/16 5:54,7.05,7.32
3/28/16 5:59,7.05,7.32
3/28/16 6:04,7.05,7.32
3/28/16 6:10,7.02,7.32
3/28/16 6:15,7.05,7.32
3/28/16 6:22,7.05,7.3
3/28/16 6:27,7.05,7.32
3/28/16 6:32,7.02,7.32
3/28/16 6:37,7,7.32
3/28/16 6:42,7.02,7.28
3/28/16 6:48,7.02,7.3
3/28/16 6:54,7.05,7.28
3/28/16 6:59,7.08,7.28
3/28/16 7:04,7.08,7.28
3/28/16 7:10,7.05,7.28
3/28/16 7:15,7.02,7.3
3/28/16 7:21,7.02,7.3
3/28/16 7:26,7.02,7.3
3/28/16 7:32,7.08,7.3
3/28/16 7:37,7.05,7.3
3/28/16 7:42,7.05,7.32
3/28/16 7:47,7.08,7.32
3/28/16 7:53,7.05,7.32
3/28/16 7:59,7,7.32
3/28/16 8:04,7,7.32
3/28/16 8:09,7,7.3
3/28/16 8:14,7,7.32
3/28/16 8:20,7.02,7.3
3/28/16 8:26,7.02,7.3
3/28/16 8:31,7.05,7.3
3/28/16 8:36,7.05,7.3
3/28/16 8:41,7.08,7.3
3/28/16 8:46,7.08,7.32
3/28/16 8:52,7.08,7.32
3/28/16 8:57,7.02,7.32
3/28/16 9:03,7,7.35
3/28/16 9:08,7,7.32
3/28/16 9:13,7,7.28
3/28/16 9:18,7.02,7.28
3/28/16 9:23,7.02,7.25
3/28/16 9:29,7.05,7.28
3/28/16 9:34,7.08,7.28
3/28/16 9:40,7.08,7.25
3/28/16 9:45,7.08,7.28
3/28/16 9:50,7,7.3
3/28/16 9:56,6.98,7.28
3/28/16 10:01,7,7.28
3/28/16 10:06,7,7.3
3/28/16 10:12,7.02,7.28
3/28/16 10:17,7.05,7.3
3/28/16 10:23,7.08,7.3
3/28/16 10:28,7.05,7.32
3/28/16 10:34,7.05,7.32
3/28/16 10:39,7.1,7.32
3/28/16 10:44,7.08,7.32
3/28/16 10:49,7.05,7.32
3/28/16 10:55,7.02,7.32
3/28/16 11:00,7.02,7.32
3/28/16 11:06,7.05,7.3
3/28/16 11:11,7.05,7.3
3/28/16 11:17,7.08,7.3
3/28/16 11:22,7.08,7.3
3/28/16 11:27,7.02,7.32
3/28/16 11:32,7.05,7.3
3/28/16 11:38,7.05,7.32
3/28/16 11:43,7.02,7.32
3/28/16 11:48,7.08,7.32
3/28/16 11:53,7.05,7.32
3/28/16 11:59,7.08,7.32
3/28/16 12:04,7.05,7.32
3/28/16 12:10,7.02,7.3
3/28/16 12:15,7.02,7.32
3/28/16 12:21,7.02,7.32
3/28/16 12:27,7.05,7.35
3/28/16 12:32,7.08,7.32
3/28/16 12:37,7.05,7.28
3/28/16 12:43,7.02,7.28
3/28/16 12:48,7.05,7.28
3/28/16 12:53,7.02,7.28
3/28/16 12:58,7.05,7.25
3/28/16 13:04,7.08,7.28
3/28/16 13:09,7.05,7.28
3/28/16 13:15,7.05,7.28
3/28/16 13:20,7,7.28
3/28/16 13:26,7,7.28
3/28/16 13:31,7.02,7.3
3/28/16 13:36,7.02,7.3
3/28/16 13:42,7.05,7.3
3/28/16 13:47,7.08,7.32
3/28/16 13:52,7.08,7.32
3/28/16 13:58,7.05,7.35
3/28/16 14:03,7,7.32
3/28/16 14:08,7.05,7.3
3/28/16 14:14,7.02,7.28
3/28/16 14:19,7.02,7.3
3/28/16 14:24,7.05,7.28
3/28/16 14:30,7.05,7.3
3/28/16 14:35,7.08,7.28
3/28/16 14:40,7.1,7.28
3/28/16 14:46,7.08,7.28
3/28/16 14:51,7,7.28
3/28/16 14:56,7,7.3
3/28/16 15:02,7,7.32
3/28/16 15:07,7,7.32
3/28/16 15:12,7.02,7.35
3/28/16 15:18,7.02,7.32
3/28/16 15:23,7.05,7.3
3/28/16 15:29,7.05,7.28
3/28/16 15:34,7.05,7.28
3/28/16 15:40,7.08,7.28
3/28/16 15:45,7.08,7.25
3/28/16 15:50,7.02,7.28
3/28/16 15:56,7,7.28
3/28/16 16:01,7.02,7.28
3/28/16 16:07,7.05,7.28
3/28/16 16:12,7.05,7.28
3/28/16 16:17,7.08,7.3
3/28/16 16:22,7.08,7.3
3/28/16 16:28,7.08,7.3
3/28/16 16:33,7.05,7.32
