mVTris,TTris
-95.1,9.01
-94,9.81
-93.3,10.25
-92.6,10.87
-91.9,11.47
-91.1,11.9
-90.6,12.36
-90,12.8
-89.1,13.47
-88.2,14.21
-87.5,14.67
-87.1,14.96
