sample,mass,salinity,Sample.ID,Type, Notes
20160815_Bin8, 58.8013, 28.4, BIN8, BIN
20160815_Bin9, 60.5783, 28.3, BIN9, BIN
20160815_Bin10, 59.4664, 28.3, BIN10, BIN
20160815_Bin11, 59.2451, 28.3, BIN11, BIN
20160815_Bin12, 59.9586, 28.3, BIN12, BIN
20160321_Tank1, 60.3614, 26.6, TANK1, TANK, Bottle189
20160321_Tank2, 59.6642, 26.6, TANK2, TANK, Bottle191
20160321_Tank3, 59.3375, 26.6, TANK3, TANK, Bottle193
20160321_Tank4, 59.0579, 26.6, TANK4, TANK, Bottle195
